filename,label
utt_33009,sd
utt_33010,b
utt_33011,+
utt_33012,sv
utt_33013,sv
utt_33014,+
utt_33015,aa
utt_33016,sv
utt_33017,%
utt_33018,sv
utt_33019,sd
utt_33020,sd
utt_33021,b
utt_33022,+
utt_33023,sd
utt_33024,b
utt_33025,sv
utt_33026,aa
utt_33027,aa
utt_33028,sd
utt_33029,x
utt_33030,+
utt_33031,ba
utt_33032,sd
utt_33033,b
utt_33034,%
utt_33035,qy
utt_33036,ny
utt_33037,qy
utt_33038,%
utt_33039,ba
utt_33040,b
utt_33041,sv
utt_33042,%
utt_33043,"fo_o_fw_""_by_bc"
utt_33044,sd
utt_33045,sd
utt_33046,b
utt_33047,sd
utt_33048,sd
utt_33049,bh
utt_33050,sd
utt_33051,b
utt_33052,ba
utt_33053,ad
utt_33054,aa
utt_33055,oo_co_cc
utt_33056,oo_co_cc
utt_33057,b
utt_33058,+
utt_33059,aa
utt_33060,ad
utt_33061,x
utt_33062,+
utt_33063,%
utt_33064,^h
utt_33065,sd
utt_33066,sd
utt_33067,b
utt_33068,sd
utt_33069,sd
utt_33070,ba
utt_33071,%
utt_33072,sd
utt_33073,sd
utt_33074,sd
utt_33075,qy^d
utt_33076,%
utt_33077,sd
utt_33078,ba
utt_33079,ba
utt_33080,b
utt_33081,sv
utt_33082,qy
utt_33083,na
utt_33084,qy
utt_33085,ny
utt_33086,b
utt_33087,b
utt_33088,b
utt_33089,ad
utt_33090,sv
utt_33091,sd
utt_33092,sd
utt_33093,sd
utt_33094,b
utt_33095,sd
utt_33096,sd
utt_33097,sd
utt_33098,sd
utt_33099,sd
utt_33100,ny
utt_33101,sd
utt_33102,b
utt_33103,sd
utt_33104,sd
utt_33105,sd
utt_33106,%
utt_33107,qy^d
utt_33108,sd
utt_33109,b
utt_33110,+
utt_33111,b
utt_33112,sd
utt_33113,sd
utt_33114,b
utt_33115,sd
utt_33116,sd
utt_33117,sd
utt_33118,^q
utt_33119,sd
utt_33120,sd
utt_33121,sd
utt_33122,sd
utt_33123,ba
utt_33124,sd
utt_33125,sd
utt_33126,sd
utt_33127,sd
utt_33128,b
utt_33129,%
utt_33130,ba
utt_33131,qy^d
utt_33132,arp_nd
utt_33133,sd
utt_33134,b
utt_33135,+
utt_33136,sd
utt_33137,b
utt_33138,+
utt_33139,sv
utt_33140,sv
utt_33141,aa
utt_33142,aa
utt_33143,sd
utt_33144,b
utt_33145,sd
utt_33146,sd
utt_33147,sd
utt_33148,b
utt_33149,b
utt_33150,sd
utt_33151,sd
utt_33152,^q
utt_33153,sd
utt_33154,sd
utt_33155,sd
utt_33156,sd
utt_33157,sd
utt_33158,sd
utt_33159,sd
utt_33160,sd
utt_33161,b
utt_33162,+
utt_33163,b
utt_33164,sd
utt_33165,sd
utt_33166,sd
utt_33167,ba
utt_33168,+
utt_33169,b
utt_33170,sd
utt_33171,sd
utt_33172,sd
utt_33173,sd
utt_33174,aa
utt_33175,aa
utt_33176,sv
utt_33177,aa
utt_33178,sv
utt_33179,b
utt_33180,sv
utt_33181,%
utt_33182,sd
utt_33183,sd
utt_33184,sd
utt_33185,qy
utt_33186,ny
utt_33187,sv
utt_33188,sv
utt_33189,sv
utt_33190,sv
utt_33191,b
utt_33192,+
utt_33193,aa
utt_33194,%
utt_33195,sv
utt_33196,sd
utt_33197,^q
utt_33198,b
utt_33199,+
utt_33200,aa
utt_33201,aa
utt_33202,%
utt_33203,sd
utt_33204,aa
utt_33205,+
utt_33206,aa
utt_33207,sd
utt_33208,aa
utt_33209,aa
utt_33210,+
utt_33211,aa
utt_33212,aa
utt_33213,b
utt_33214,sv
utt_33215,b
utt_33216,b
utt_33217,%
utt_33218,%
utt_33219,sd
utt_33220,%
utt_33221,sd
utt_33222,sd
utt_33223,sd
utt_33224,b
utt_33225,sd
utt_33226,b
utt_33227,sd
utt_33228,sd
utt_33229,ba
utt_33230,+
utt_33231,%
utt_33232,sd
utt_33233,b
utt_33234,sd
utt_33235,sd
utt_33236,sd
utt_33237,b
utt_33238,+
utt_33239,%
utt_33240,qw
utt_33241,qy
utt_33242,b
utt_33243,^h
utt_33244,ng
utt_33245,%
utt_33246,sd
utt_33247,sd
utt_33248,sd
utt_33249,b
utt_33250,+
utt_33251,qy^d
utt_33252,nn
utt_33253,sd
utt_33254,sv
utt_33255,sd
utt_33256,sd
utt_33257,%
utt_33258,b
utt_33259,qy
utt_33260,ny
utt_33261,sd
utt_33262,b^m
utt_33263,sd
utt_33264,qy
utt_33265,nn
utt_33266,bh
utt_33267,sd
utt_33268,b
utt_33269,sv
utt_33270,sd
utt_33271,sv
utt_33272,sv
utt_33273,bh
utt_33274,qw
utt_33275,%
utt_33276,sd
utt_33277,b
utt_33278,%
utt_33279,ba
utt_33280,%
utt_33281,+
utt_33282,+
utt_33283,b
utt_33284,sd
utt_33285,b
utt_33286,+
utt_33287,sd
utt_33288,sv
utt_33289,%
utt_33290,+
utt_33291,aa
utt_33292,aa
utt_33293,%
utt_33294,aa
utt_33295,%
utt_33296,%
utt_33297,sv
utt_33298,b
utt_33299,+
utt_33300,sv
utt_33301,sd
utt_33302,b
utt_33303,sv
utt_33304,sv
utt_33305,aa
utt_33306,sd
utt_33307,sd
utt_33308,b
utt_33309,sd
utt_33310,sv
utt_33311,+
utt_33312,+
utt_33313,sv
utt_33314,ba
utt_33315,aa
utt_33316,sv
utt_33317,%
utt_33318,sv
utt_33319,sv
utt_33320,aa
utt_33321,+
utt_33322,b
utt_33323,%
utt_33324,sv
utt_33325,b
utt_33326,+
utt_33327,sv
utt_33328,aa
utt_33329,^q
utt_33330,sv
utt_33331,sv
utt_33332,sv
utt_33333,sv
utt_33334,b
utt_33335,+
utt_33336,sv
utt_33337,sv
utt_33338,aa
utt_33339,%
utt_33340,sd
utt_33341,sd
utt_33342,b
utt_33343,sv
utt_33344,aa
utt_33345,sv
utt_33346,sv
utt_33347,+
utt_33348,sv
utt_33349,^q
utt_33350,^q
utt_33351,^q
utt_33352,b
utt_33353,^q
utt_33354,b
utt_33355,+
utt_33356,sv
utt_33357,aa
utt_33358,+
utt_33359,%
utt_33360,sv
utt_33361,sv
utt_33362,sv
utt_33363,sv
utt_33364,b
utt_33365,sv
utt_33366,sv
utt_33367,+
utt_33368,%
utt_33369,"fo_o_fw_""_by_bc"
utt_33370,qw
utt_33371,sd
utt_33372,sd
utt_33373,sd
utt_33374,b
utt_33375,+
utt_33376,sv
utt_33377,sd
utt_33378,sd
utt_33379,sd
utt_33380,b
utt_33381,sd
utt_33382,sd
utt_33383,sv
utt_33384,aa
utt_33385,qy
utt_33386,no
utt_33387,sd
utt_33388,sd
utt_33389,sd
utt_33390,sd
utt_33391,b
utt_33392,+
utt_33393,sd
utt_33394,sd
utt_33395,bh
utt_33396,+
utt_33397,b
utt_33398,sd
utt_33399,sd
utt_33400,b
utt_33401,+
utt_33402,ba
utt_33403,+
utt_33404,b
utt_33405,sd
utt_33406,sd
utt_33407,b
utt_33408,sd
utt_33409,sd
utt_33410,ba
utt_33411,ba
utt_33412,%
utt_33413,%
utt_33414,sv
utt_33415,aa
utt_33416,sd
utt_33417,sd
utt_33418,b
utt_33419,+
utt_33420,sd
utt_33421,sd
utt_33422,+
utt_33423,+
utt_33424,b
utt_33425,sd
utt_33426,sd
utt_33427,b
utt_33428,sd
utt_33429,sd
utt_33430,b
utt_33431,sd
utt_33432,b
utt_33433,+
utt_33434,%
utt_33435,sd
utt_33436,sd
utt_33437,sv
utt_33438,ar
utt_33439,sd
utt_33440,ba
utt_33441,sd
utt_33442,b
utt_33443,x
utt_33444,ba
utt_33445,aa
utt_33446,b
utt_33447,sv
utt_33448,%
utt_33449,sd
utt_33450,b
utt_33451,+
utt_33452,%
utt_33453,h
utt_33454,sd
utt_33455,b
utt_33456,sd
utt_33457,sd
utt_33458,b
utt_33459,sd
utt_33460,sd
utt_33461,sd
utt_33462,b
utt_33463,+
utt_33464,sd
utt_33465,b
utt_33466,+
utt_33467,%
utt_33468,sd
utt_33469,h
utt_33470,sd
utt_33471,aa
utt_33472,+
utt_33473,aa
utt_33474,sd
utt_33475,sd
utt_33476,%
utt_33477,+
utt_33478,aa
utt_33479,sv
utt_33480,aa
utt_33481,aa
utt_33482,sd
utt_33483,sd
utt_33484,x
utt_33485,+
utt_33486,sd
utt_33487,x
utt_33488,sd
utt_33489,sd
utt_33490,b
utt_33491,sd
utt_33492,b
utt_33493,+
utt_33494,sd
utt_33495,b
utt_33496,+
utt_33497,sd
utt_33498,sd
utt_33499,sd
utt_33500,b
utt_33501,+
utt_33502,sd
utt_33503,ba
utt_33504,+
utt_33505,sd
utt_33506,sd
utt_33507,sd
utt_33508,ba
utt_33509,sd
utt_33510,ba
utt_33511,+
utt_33512,b
utt_33513,sd
utt_33514,aa
utt_33515,%
utt_33516,sd
utt_33517,sd
utt_33518,b
utt_33519,sd
utt_33520,bf
utt_33521,sd
utt_33522,b
utt_33523,sd
utt_33524,sd
utt_33525,sd
utt_33526,sd
utt_33527,sd
utt_33528,sv
utt_33529,sd
utt_33530,sd
utt_33531,sd
utt_33532,%
utt_33533,sd
utt_33534,sd
utt_33535,b
utt_33536,sd
utt_33537,%
utt_33538,%
utt_33539,qw
utt_33540,sd
utt_33541,%
utt_33542,fp
utt_33543,fp
utt_33544,sd
utt_33545,sd
utt_33546,qo
utt_33547,sv
utt_33548,b
utt_33549,sd
utt_33550,sd
utt_33551,sd
utt_33552,sd
utt_33553,x
utt_33554,+
utt_33555,sd
utt_33556,sd
utt_33557,sd
utt_33558,b
utt_33559,+
utt_33560,b
utt_33561,sd
utt_33562,qw
utt_33563,+
utt_33564,%
utt_33565,+
utt_33566,sd
utt_33567,sd
utt_33568,b
utt_33569,b
utt_33570,sd
utt_33571,b
utt_33572,b
utt_33573,sd
utt_33574,h
utt_33575,sd
utt_33576,b
utt_33577,b
utt_33578,sd
utt_33579,sd
utt_33580,sd
utt_33581,b
utt_33582,+
utt_33583,b
utt_33584,sd
utt_33585,x
utt_33586,+
utt_33587,aa
utt_33588,aa
utt_33589,t3
utt_33590,t3
utt_33591,sd
utt_33592,b
utt_33593,t3
utt_33594,sd
utt_33595,sd
utt_33596,sv
utt_33597,%
utt_33598,sd
utt_33599,^2
utt_33600,+
utt_33601,b
utt_33602,sv
utt_33603,sv
utt_33604,b
utt_33605,sv
utt_33606,sd
utt_33607,sd
utt_33608,sd
utt_33609,sd
utt_33610,sd
utt_33611,sd
utt_33612,%
utt_33613,sd
utt_33614,sd
utt_33615,sd
utt_33616,sv
utt_33617,b
utt_33618,sd
utt_33619,sd
utt_33620,x
utt_33621,+
utt_33622,sd
utt_33623,sd
utt_33624,sd
utt_33625,sd
utt_33626,aa
utt_33627,aa
utt_33628,%
utt_33629,%
utt_33630,b
utt_33631,sd
utt_33632,b
utt_33633,%
utt_33634,%
utt_33635,%
utt_33636,sd
utt_33637,sd
utt_33638,sd
utt_33639,sd
utt_33640,sd
utt_33641,sd
utt_33642,qh
utt_33643,sd
utt_33644,sd
utt_33645,sd
utt_33646,qy
utt_33647,br
utt_33648,ny
utt_33649,qy
utt_33650,sd
utt_33651,sd
utt_33652,b
utt_33653,+
utt_33654,sd
utt_33655,ba
utt_33656,sd
utt_33657,sd
utt_33658,b
utt_33659,sd
utt_33660,%
utt_33661,sd
utt_33662,sd
utt_33663,sv
utt_33664,sv
utt_33665,sd
utt_33666,sd
utt_33667,bf
utt_33668,+
utt_33669,%
utt_33670,aa
utt_33671,aa
utt_33672,%
utt_33673,qw
utt_33674,%
utt_33675,qw
utt_33676,%
utt_33677,sd
utt_33678,sd
utt_33679,sd
utt_33680,sd
utt_33681,sd
utt_33682,sd
utt_33683,bk
utt_33684,sd
utt_33685,b
utt_33686,x
utt_33687,+
utt_33688,b
utt_33689,+
utt_33690,x
utt_33691,+
utt_33692,b
utt_33693,sd
utt_33694,sd
utt_33695,sd
utt_33696,bh
utt_33697,ny
utt_33698,b
utt_33699,%
utt_33700,sd
utt_33701,sd
utt_33702,sd
utt_33703,sd
utt_33704,aa
utt_33705,sd
utt_33706,sd
utt_33707,sd
utt_33708,b
utt_33709,x
utt_33710,sd
utt_33711,sd
utt_33712,%
utt_33713,sd
utt_33714,b
utt_33715,%
utt_33716,sv
utt_33717,sd
utt_33718,+
utt_33719,br
utt_33720,aa
utt_33721,sv
utt_33722,sv
utt_33723,sv
utt_33724,b
utt_33725,sv
utt_33726,aa
utt_33727,aa
utt_33728,+
utt_33729,b
utt_33730,sd
utt_33731,sd
utt_33732,b
utt_33733,b
utt_33734,+
utt_33735,b
utt_33736,b
utt_33737,+
utt_33738,sd
utt_33739,sd
utt_33740,b
utt_33741,sd
utt_33742,b
utt_33743,+
utt_33744,b
utt_33745,sd
utt_33746,sv
utt_33747,sd
utt_33748,b
utt_33749,b
utt_33750,sd
utt_33751,aa
utt_33752,sv
utt_33753,sv
utt_33754,sv
utt_33755,sd
utt_33756,sv
utt_33757,b
utt_33758,sv
utt_33759,sv
utt_33760,sv
utt_33761,^q
utt_33762,sv
utt_33763,sv
utt_33764,aa
utt_33765,b^m
utt_33766,sd
utt_33767,sd
utt_33768,b
utt_33769,+
utt_33770,b
utt_33771,b
utt_33772,sd
utt_33773,sd
utt_33774,sd
utt_33775,b
utt_33776,+
utt_33777,sd
utt_33778,b
utt_33779,sv
utt_33780,sv
utt_33781,sv
utt_33782,aa
utt_33783,+
utt_33784,sv
utt_33785,b
utt_33786,%
utt_33787,%
utt_33788,sv
utt_33789,sv
utt_33790,b
utt_33791,sd
utt_33792,sd
utt_33793,b
utt_33794,+
utt_33795,b
utt_33796,sd
utt_33797,b
utt_33798,b
utt_33799,sd
utt_33800,aa
utt_33801,aa
utt_33802,sd
utt_33803,sd
utt_33804,sd
utt_33805,aa
utt_33806,aa
utt_33807,sd
utt_33808,b
utt_33809,b
utt_33810,sd
utt_33811,aa
utt_33812,sd
utt_33813,fc
utt_33814,ft
utt_33815,fc
utt_33816,fc
utt_33817,fc
utt_33818,sd
utt_33819,aa
utt_33820,aa
utt_33821,sd
utt_33822,b
utt_33823,fc
utt_33824,fc
utt_33825,fc
utt_33826,qw
utt_33827,b^m
utt_33828,sd
utt_33829,qw
utt_33830,qw
utt_33831,qy^d
utt_33832,nn
utt_33833,sd
utt_33834,qy
utt_33835,br
utt_33836,qy
utt_33837,br
utt_33838,aa
utt_33839,sd
utt_33840,sd
utt_33841,sd
utt_33842,b
utt_33843,sd
utt_33844,sd
utt_33845,b
utt_33846,+
utt_33847,sd
utt_33848,sd
utt_33849,+
utt_33850,sd
utt_33851,%
utt_33852,sv
utt_33853,sv
utt_33854,ad
utt_33855,b
utt_33856,+
utt_33857,sv
utt_33858,sd
utt_33859,sv
utt_33860,sv
utt_33861,b
utt_33862,sv
utt_33863,qh
utt_33864,sd
utt_33865,b
utt_33866,sd
utt_33867,sd
utt_33868,sd
utt_33869,b
utt_33870,b
utt_33871,sv
utt_33872,sv
utt_33873,sd
utt_33874,sd
utt_33875,%
utt_33876,%
utt_33877,ar
utt_33878,sd
utt_33879,aa
utt_33880,aa
utt_33881,sd
utt_33882,sd
utt_33883,sd
utt_33884,b
utt_33885,sd
utt_33886,b
utt_33887,qh
utt_33888,sv
utt_33889,b
utt_33890,+
utt_33891,sv
utt_33892,sv
utt_33893,b
utt_33894,sv
utt_33895,sv
utt_33896,sv
utt_33897,x
utt_33898,+
utt_33899,sd
utt_33900,%
utt_33901,sd
utt_33902,sd
utt_33903,sv
utt_33904,sd
utt_33905,sd
utt_33906,sd
utt_33907,b
utt_33908,b
utt_33909,sd
utt_33910,sd
utt_33911,sd
utt_33912,sd
utt_33913,sd
utt_33914,sv
utt_33915,sv
utt_33916,sd
utt_33917,oo_co_cc
utt_33918,sd
utt_33919,oo_co_cc
utt_33920,qy
utt_33921,ny
utt_33922,bk
utt_33923,ba
utt_33924,b
utt_33925,sd
utt_33926,sd
utt_33927,sd
utt_33928,sd
utt_33929,b
utt_33930,sd
utt_33931,%
utt_33932,%
utt_33933,sv
utt_33934,b
utt_33935,+
utt_33936,sd
utt_33937,sv
utt_33938,sd
utt_33939,sv
utt_33940,b
utt_33941,+
utt_33942,sv
utt_33943,b
utt_33944,+
utt_33945,sd
utt_33946,sd
utt_33947,sv
utt_33948,sv
utt_33949,b
utt_33950,sd
utt_33951,sd
utt_33952,sd
utt_33953,b
utt_33954,sd
utt_33955,sd
utt_33956,%
utt_33957,aa
utt_33958,sd
utt_33959,b
utt_33960,sd
utt_33961,%
utt_33962,+
utt_33963,%
utt_33964,sd
utt_33965,sd
utt_33966,sv
utt_33967,sv
utt_33968,b
utt_33969,"fo_o_fw_""_by_bc"
utt_33970,sd
utt_33971,ad
utt_33972,qw
utt_33973,sd
utt_33974,sd
utt_33975,sv
utt_33976,sv
utt_33977,sv
utt_33978,sv
utt_33979,sv
utt_33980,sd
utt_33981,sv
utt_33982,sv
utt_33983,sv
utt_33984,sv
utt_33985,sv
utt_33986,%
utt_33987,qy
utt_33988,%
utt_33989,sd
utt_33990,b
utt_33991,bf
utt_33992,ar
utt_33993,sd
utt_33994,sd
utt_33995,b
utt_33996,sd
utt_33997,%
utt_33998,sd
utt_33999,x
utt_34000,+
utt_34001,sd
utt_34002,b
utt_34003,sd
utt_34004,sd
utt_34005,sd
utt_34006,sd
utt_34007,sd
utt_34008,sd
utt_34009,b
utt_34010,x
utt_34011,sd
utt_34012,b
utt_34013,+
utt_34014,sd
utt_34015,sd
utt_34016,sd
utt_34017,b
utt_34018,sd
utt_34019,sd
utt_34020,sd
utt_34021,b
utt_34022,sd
utt_34023,b
utt_34024,sd
utt_34025,sd
utt_34026,sd
utt_34027,aa
utt_34028,sd
utt_34029,sd
utt_34030,sd
utt_34031,sd
utt_34032,sd
utt_34033,sd
utt_34034,sd
utt_34035,%
utt_34036,+
utt_34037,sd
utt_34038,b
utt_34039,+
utt_34040,sd
utt_34041,x
utt_34042,+
utt_34043,sd
utt_34044,x
utt_34045,+
utt_34046,sd
utt_34047,sd
utt_34048,b
utt_34049,sd
utt_34050,sd
utt_34051,sd
utt_34052,%
utt_34053,aa
utt_34054,%
utt_34055,sd
utt_34056,sd
utt_34057,sd
utt_34058,%
utt_34059,+
utt_34060,b
utt_34061,sd
utt_34062,%
utt_34063,sv
utt_34064,sv
utt_34065,b
utt_34066,+
utt_34067,b
utt_34068,sd
utt_34069,%
utt_34070,sd
utt_34071,sd
utt_34072,sd
utt_34073,sd
utt_34074,b
utt_34075,sd
utt_34076,sd
utt_34077,b
utt_34078,%
utt_34079,sd
utt_34080,b
utt_34081,sd
utt_34082,b
utt_34083,sd
utt_34084,%
utt_34085,+
utt_34086,sd
utt_34087,b
utt_34088,sd
utt_34089,sd
utt_34090,sd
utt_34091,sd
utt_34092,sv
utt_34093,sd
utt_34094,+
utt_34095,sd
utt_34096,b
utt_34097,%
utt_34098,sd
utt_34099,sd
utt_34100,sd
utt_34101,sd
utt_34102,sd
utt_34103,b
utt_34104,+
utt_34105,aa
utt_34106,sd
utt_34107,sd
utt_34108,ba
utt_34109,+
utt_34110,sv
utt_34111,^g
utt_34112,na
utt_34113,sd
utt_34114,sd
utt_34115,aa
utt_34116,+
utt_34117,sd
utt_34118,aa
utt_34119,sv
utt_34120,sv
utt_34121,sv
utt_34122,sv
utt_34123,b
utt_34124,sv
utt_34125,b
utt_34126,sd
utt_34127,sd
utt_34128,sd
utt_34129,sd
utt_34130,b
utt_34131,+
utt_34132,sd
utt_34133,sd
utt_34134,sd
utt_34135,sd
utt_34136,sd
utt_34137,b
utt_34138,sd
utt_34139,ba
utt_34140,b
utt_34141,+
utt_34142,sd
utt_34143,sd
utt_34144,sd
utt_34145,sd
utt_34146,b
utt_34147,sd
utt_34148,sd
utt_34149,sd
utt_34150,b
utt_34151,sd
utt_34152,sd
utt_34153,sd
utt_34154,b
utt_34155,sd
utt_34156,b
utt_34157,sd
utt_34158,b
utt_34159,%
utt_34160,sd
utt_34161,sd
utt_34162,sd
utt_34163,b
utt_34164,%
utt_34165,sd
utt_34166,sd
utt_34167,sd
utt_34168,sd
utt_34169,sd
utt_34170,ba
utt_34171,sd
utt_34172,sd
utt_34173,sd
utt_34174,sd
utt_34175,sd
utt_34176,sd
utt_34177,aa
utt_34178,sv
utt_34179,+
utt_34180,sd
utt_34181,b
utt_34182,sd
utt_34183,b
utt_34184,+
utt_34185,sd
utt_34186,%
utt_34187,ba
utt_34188,sd
utt_34189,ba
utt_34190,b
utt_34191,%
utt_34192,fc
utt_34193,fc
utt_34194,%
utt_34195,fc
utt_34196,fc
utt_34197,x
utt_34198,+
utt_34199,sd
utt_34200,sd
utt_34201,sd
utt_34202,sd
utt_34203,sd
utt_34204,sd
utt_34205,b
utt_34206,sd
utt_34207,sd
utt_34208,sd
utt_34209,sv
utt_34210,sv
utt_34211,qo
utt_34212,%
utt_34213,sd
utt_34214,qy
utt_34215,ny
utt_34216,qo
utt_34217,sd
utt_34218,ba
utt_34219,sv
utt_34220,sv
utt_34221,h
utt_34222,%
utt_34223,sd
utt_34224,^2
utt_34225,b
utt_34226,aa
utt_34227,b
utt_34228,sd
utt_34229,sd
utt_34230,x
utt_34231,+
utt_34232,sd
utt_34233,sd
utt_34234,b
utt_34235,^2
utt_34236,+
utt_34237,b
utt_34238,+
utt_34239,b
utt_34240,b
utt_34241,qo
utt_34242,h
utt_34243,sd
utt_34244,h
utt_34245,b
utt_34246,ba
utt_34247,sv
utt_34248,sv
utt_34249,b
utt_34250,h
utt_34251,sv
utt_34252,sd
utt_34253,h
utt_34254,sd
utt_34255,b
utt_34256,sd
utt_34257,+
utt_34258,+
utt_34259,b
utt_34260,+
utt_34261,b
utt_34262,b
utt_34263,sd
utt_34264,sd
utt_34265,x
utt_34266,+
utt_34267,sd
utt_34268,x
utt_34269,sv
utt_34270,b
utt_34271,sd
utt_34272,+
utt_34273,sv
utt_34274,sv
utt_34275,sv
utt_34276,sv
utt_34277,sv
utt_34278,sv
utt_34279,b
utt_34280,+
utt_34281,%
utt_34282,b
utt_34283,^2
utt_34284,sv
utt_34285,+
utt_34286,b
utt_34287,+
utt_34288,b
utt_34289,+
utt_34290,sv
utt_34291,%
utt_34292,^2
utt_34293,b
utt_34294,aa
utt_34295,sv
utt_34296,b
utt_34297,sv
utt_34298,sd
utt_34299,sd
utt_34300,sd
utt_34301,sv
utt_34302,b
utt_34303,sv
utt_34304,ba
utt_34305,sd
utt_34306,sd
utt_34307,sd
utt_34308,sd
utt_34309,bh
utt_34310,ny
utt_34311,%
utt_34312,sd
utt_34313,b
utt_34314,+
utt_34315,b
utt_34316,sd
utt_34317,%
utt_34318,sv
utt_34319,b
utt_34320,sv
utt_34321,b
utt_34322,sv
utt_34323,b
utt_34324,aa
utt_34325,b
utt_34326,sv
utt_34327,sv
utt_34328,%
utt_34329,sd
utt_34330,%
utt_34331,sd
utt_34332,b
utt_34333,^2
utt_34334,sv
utt_34335,bh
utt_34336,b
utt_34337,sv
utt_34338,%
utt_34339,h
utt_34340,sd
utt_34341,b
utt_34342,%
utt_34343,sd
utt_34344,sd
utt_34345,b
utt_34346,+
utt_34347,sd
utt_34348,sd
utt_34349,%
utt_34350,sd
utt_34351,sd
utt_34352,b
utt_34353,+
utt_34354,sd
utt_34355,sd
utt_34356,%
utt_34357,sv
utt_34358,b
utt_34359,+
utt_34360,b
utt_34361,sv
utt_34362,sv
utt_34363,b
utt_34364,%
utt_34365,+
utt_34366,b
utt_34367,sd
utt_34368,sd
utt_34369,sd
utt_34370,b
utt_34371,^2
utt_34372,b
utt_34373,+
utt_34374,sv
utt_34375,%
utt_34376,h
utt_34377,sv
utt_34378,%
utt_34379,sv
utt_34380,%
utt_34381,sv
utt_34382,sd
utt_34383,sd
utt_34384,%
utt_34385,qy^d
utt_34386,ny
utt_34387,sd
utt_34388,x
utt_34389,+
utt_34390,b
utt_34391,sd
utt_34392,sd
utt_34393,sd
utt_34394,x
utt_34395,h
utt_34396,sd
utt_34397,sv
utt_34398,%
utt_34399,sv
utt_34400,sv
utt_34401,sv
utt_34402,sv
utt_34403,"fo_o_fw_""_by_bc"
utt_34404,sd
utt_34405,b
utt_34406,ba
utt_34407,qy
utt_34408,ny
utt_34409,sd
utt_34410,sd
utt_34411,sd
utt_34412,sd
utt_34413,bh
utt_34414,nn
utt_34415,sd
utt_34416,sd
utt_34417,sd
utt_34418,sd
utt_34419,sd
utt_34420,ba
utt_34421,sv
utt_34422,%
utt_34423,sd
utt_34424,sd
utt_34425,sd
utt_34426,sd
utt_34427,ba
utt_34428,bf
utt_34429,sd
utt_34430,sd
utt_34431,qy
utt_34432,nn
utt_34433,sd
utt_34434,b
utt_34435,sd
utt_34436,h
utt_34437,bd
utt_34438,aa
utt_34439,sd
utt_34440,sd
utt_34441,sd
utt_34442,sd
utt_34443,sd
utt_34444,b
utt_34445,sd
utt_34446,b
utt_34447,+
utt_34448,b
utt_34449,sd
utt_34450,sd
utt_34451,h
utt_34452,aa
utt_34453,sd
utt_34454,b
utt_34455,sd
utt_34456,b
utt_34457,+
utt_34458,b
utt_34459,sd
utt_34460,sd
utt_34461,sd
utt_34462,sd
utt_34463,sd
utt_34464,b
utt_34465,sv
utt_34466,qw
utt_34467,+
utt_34468,+
utt_34469,qy
utt_34470,sd
utt_34471,%
utt_34472,bk
utt_34473,qy
utt_34474,ny
utt_34475,ba
utt_34476,sd
utt_34477,b
utt_34478,b
utt_34479,b
utt_34480,sd
utt_34481,%
utt_34482,b
utt_34483,%
utt_34484,sd
utt_34485,b
utt_34486,+
utt_34487,sd
utt_34488,qy^d
utt_34489,+
utt_34490,sd
utt_34491,sd
utt_34492,b
utt_34493,+
utt_34494,sd
utt_34495,sd
utt_34496,%
utt_34497,sd
utt_34498,+
utt_34499,sd
utt_34500,b
utt_34501,+
utt_34502,sd
utt_34503,sd
utt_34504,%
utt_34505,+
utt_34506,b
utt_34507,sd
utt_34508,sd
utt_34509,sd
utt_34510,x
utt_34511,+
utt_34512,b
utt_34513,+
utt_34514,qy
utt_34515,nn
utt_34516,sd
utt_34517,sd
utt_34518,sd
utt_34519,sd
utt_34520,x
utt_34521,+
utt_34522,sd
utt_34523,ba
utt_34524,sd
utt_34525,sv
utt_34526,aa
utt_34527,sd
utt_34528,sd
utt_34529,sd
utt_34530,sd
utt_34531,%
utt_34532,sd
utt_34533,sd
utt_34534,sd
utt_34535,sd
utt_34536,sd
utt_34537,sd
utt_34538,sv
utt_34539,aa
utt_34540,sd
utt_34541,sd
utt_34542,%
utt_34543,sd
utt_34544,sv
utt_34545,%
utt_34546,sd
utt_34547,sd
utt_34548,b
utt_34549,sd
utt_34550,sv
utt_34551,sv
utt_34552,aa
utt_34553,aa
utt_34554,sd
utt_34555,sd
utt_34556,b
utt_34557,ad
utt_34558,%
utt_34559,sd
utt_34560,sd
utt_34561,sd
utt_34562,%
utt_34563,br
utt_34564,aa
utt_34565,sd
utt_34566,b
utt_34567,b
utt_34568,+
utt_34569,sd
utt_34570,ba
utt_34571,sd
utt_34572,sd
utt_34573,sd
utt_34574,b
utt_34575,sd
utt_34576,sd
utt_34577,ba
utt_34578,sd
utt_34579,sd
utt_34580,sd
utt_34581,sd
utt_34582,sd
utt_34583,sd
utt_34584,sd
utt_34585,ba
utt_34586,+
utt_34587,%
utt_34588,sd
utt_34589,b
utt_34590,+
utt_34591,aa
utt_34592,sd
utt_34593,sd
utt_34594,b
utt_34595,+
utt_34596,b
utt_34597,+
utt_34598,^2
utt_34599,%
utt_34600,+
utt_34601,^2
utt_34602,+
utt_34603,sd
utt_34604,aa
utt_34605,sv
utt_34606,b
utt_34607,%
utt_34608,sv
utt_34609,sv
utt_34610,sv
utt_34611,sv
utt_34612,aa
utt_34613,sv
utt_34614,sv
